"timestamp","open","high","low","close","volume","Symbol"
"2019-01-23","1086.8600","1092.9500","1067.5700","1084.4100","1259738","GOOGL"
"2019-01-22","1096.0000","1098.9700","1070.8900","1078.6300","1981594","GOOGL"
"2019-01-18","1108.5900","1118.0000","1099.2800","1107.3000","2244569","GOOGL"
"2019-01-17","1087.9900","1100.7000","1083.2600","1099.1200","1244801","GOOGL"
"2019-01-16","1090.0000","1102.3600","1088.0100","1089.5100","1914041","GOOGL"
"2019-01-15","1058.0100","1088.2700","1054.4400","1086.5100","1875852","GOOGL"
"2019-01-14","1053.3400","1058.4500","1048.5500","1051.5100","1424486","GOOGL"
"2019-01-11","1069.9000","1073.3700","1056.4300","1064.4700","1543238","GOOGL"
"2019-01-10","1074.9400","1079.8100","1064.6800","1078.8300","1329861","GOOGL"
"2019-01-09","1087.9900","1091.6400","1074.3700","1081.6500","1349912","GOOGL"
"2019-01-08","1086.0000","1093.3500","1068.3500","1085.3700","1770654","GOOGL"
"2019-01-07","1080.9700","1082.7000","1062.6400","1075.9200","2372667","GOOGL"
"2019-01-04","1042.5600","1080.0000","1036.8600","1078.0700","2301428","GOOGL"
"2019-01-03","1050.6700","1066.2600","1022.3700","1025.4700","2097957","GOOGL"
"2019-01-02","1027.2000","1060.7900","1025.2800","1054.6800","1593395","GOOGL"
"2018-12-31","1057.8300","1062.9900","1033.0400","1044.9600","1655504","GOOGL"
"2018-12-28","1059.5000","1064.2300","1042.0000","1046.6800","1718352","GOOGL"
"2018-12-27","1026.2000","1053.3400","1007.0000","1052.9000","2299806","GOOGL"
"2018-12-26","997.9900","1048.4500","992.6450","1047.8500","2315862","GOOGL"
"2018-12-24","984.3200","1012.1200","977.6599","984.6700","1817955","GOOGL"
"2018-12-21","1032.0400","1037.6700","981.1900","991.2500","5232490","GOOGL"
"2018-12-20","1026.0000","1047.4400","1007.8600","1023.5800","2683670","GOOGL"
"2018-12-19","1047.2900","1075.7100","1019.4300","1035.4600","2913237","GOOGL"
"2018-12-18","1034.0000","1059.6900","1030.4800","1043.4100","2182019","GOOGL"
"2018-12-17","1047.0100","1062.3800","1016.6300","1025.6500","2496551","GOOGL"
"2018-12-14","1060.0200","1071.7200","1049.3700","1051.7100","1817949","GOOGL"
"2018-12-13","1075.6700","1088.4200","1064.9900","1073.5400","1249403","GOOGL"
"2018-12-12","1077.0800","1091.7300","1071.9700","1073.7300","1447973","GOOGL"
"2018-12-11","1066.9400","1070.4000","1050.1000","1061.6500","1692576","GOOGL"
"2018-12-10","1042.9400","1059.6000","1033.0000","1053.1800","1682646","GOOGL"
"2018-12-07","1072.2300","1085.0300","1039.3700","1046.5800","2134111","GOOGL"
"2018-12-06","1045.0000","1079.4200","1042.4800","1078.0800","2371825","GOOGL"
"2018-12-04","1112.9900","1114.2400","1060.7800","1062.4700","2281485","GOOGL"
"2018-12-03","1132.1600","1135.0000","1111.7300","1116.3600","2876449","GOOGL"
"2018-11-30","1095.6300","1109.6500","1083.1800","1109.6500","2983340","GOOGL"
"2018-11-29","1083.5300","1100.1500","1082.0000","1094.5800","1550523","GOOGL"
"2018-11-28","1057.4600","1092.8600","1042.9500","1091.7900","2302121","GOOGL"
"2018-11-27","1051.3400","1066.7600","1045.5000","1052.2800","1652433","GOOGL"
"2018-11-26","1044.0000","1057.0000","1039.7700","1055.9400","1577941","GOOGL"
"2018-11-23","1033.5000","1043.0000","1028.5200","1030.1000","708859","GOOGL"
"2018-11-21","1045.3100","1054.7000","1039.4500","1043.4300","1485172","GOOGL"
"2018-11-20","1007.2900","1037.3500","1002.2100","1030.4500","2722934","GOOGL"
"2018-11-19","1063.3900","1068.0000","1022.8700","1027.4200","2284191","GOOGL"
"2018-11-16","1065.2300","1072.4400","1054.9000","1068.2700","1768308","GOOGL"
"2018-11-15","1051.4600","1078.8700","1041.2900","1071.0500","2079154","GOOGL"
"2018-11-14","1060.0000","1065.7900","1041.1100","1054.5800","1733302","GOOGL"
"2018-11-13","1054.8100","1066.6600","1040.4000","1047.9700","1287475","GOOGL"
"2018-11-12","1073.1300","1074.1000","1040.3500","1049.3600","1700091","GOOGL"
"2018-11-09","1084.0200","1088.3500","1064.2600","1077.0200","1743298","GOOGL"
